0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,2,2,2,2,2,6;0_1_29_23.75;4_2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,13,13,13,13,13,1,1;6_10600,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,13,1,1;11_Sam,1,1,1,1,1,13,1,1,1,1;1_0,1,1,13,13,1,1,1,1,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,13,1,1,1,1,1,1,1,13,1,1,1,1,1,1,13,13,1,1,1,1,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,13,1,1,1,1,1,1,1,13,1,1,1,1,1;1_1,1,13,13,1,1,1;1_1,1,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,13,13,13,13,13,2,1,1,13,1,1,1,1,1,1,13,13,1,1,1,1,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1;1_1,1,1;1_1,1,1;1_0,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13,1,1,1,1,1,1,1,1;1_1,1,13,13,1,1,1,1,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13,1,1,1,1,1,1;1_0,1,1,1,13,13,1,1,1;1_1,1,1,1,1,1;3_2;6_10601,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13,1,1,1;5_0_4,1;5_0_4,1;5_0_4,1;5_0_4,1,1,1,13,13,1,1,1,1,1,1,1,1;11_Liam,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,2,12;4_2,12;4_2,12;4_2,12;4_2,2,2,2,2,2,2,2,12;4_2,12;4_2,12;4_2,12;4_2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
