0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
2,2,2,6;0_Dennis_8_9.75;4_2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1;2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;5_1_4,1,1,1;5_-1_4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,10;4_1_3,4;0_2_12.75_7.75,4;0_2_20.25_7.75,10;4_1_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,1,1,2,1,1,1,5;0_4_16_6.75,0,4;0_2_12.75_7.75,4;0_2_20.25_7.75,0,5;0_4_17_6.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,1,2,1,1,1;5_4_1,10;4_0_2,0,0,0,0,0,0,10;4_0_2,1;5_-4_1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,2,1,1,1,1;5_4_0,10;4_0_1,10;4_3_2,0,0,0,0,10;4_2_1,10;4_3_0,1;5_-4_0,1,1,1,2,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,1,1,1,1,1,1;5_3_0,10;4_0_2,0,0,0,0,10;4_0_2,1;5_-3_0,1,1,1;7_202,1;7_202,2,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0
